date,store_nbr,transaction_aug
2013-05-26,35,595
2013-05-26,36,166
2013-05-26,37,59
2013-05-26,38,212
2013-05-26,39,671
2013-05-26,40,302
2013-05-26,41,602
2013-05-26,43,820
2013-05-26,44,825
2013-05-26,45,921
2013-05-26,46,846
2013-05-26,47,43
2013-05-26,48,431
2013-05-26,49,859
2013-05-26,50,864
2013-05-26,51,136
2013-05-26,54,321
2013-05-27,1,868
2013-05-27,2,784
2013-05-27,3,396
2013-05-27,4,637
2013-05-27,5,85
2013-05-27,6,127
2013-05-27,7,442
2013-05-27,8,658
2013-05-27,9,86
2013-05-27,10,664
2013-05-27,11,748
2013-05-27,12,118
2013-05-27,13,814
2013-05-27,14,421
2013-05-27,15,859
2013-05-27,16,331
2013-05-27,17,446
2013-05-27,18,910
2013-05-27,19,653
2013-05-27,23,814
2013-05-27,24,257
2013-05-27,25,312
2013-05-27,26,263
2013-05-27,27,712
2013-05-27,28,207
2013-05-27,30,501
2013-05-27,31,500
2013-05-27,32,261
2013-05-27,33,610
2013-05-27,34,89
2013-05-27,35,953
2013-05-27,36,322
2013-05-27,37,691
2013-05-27,38,353
2013-05-27,39,785
2013-05-27,40,570
2013-05-27,41,441
2013-05-27,43,547
2013-05-27,44,433
2013-05-27,45,524
2013-05-27,46,863
2013-05-27,47,645
2013-05-27,48,331
2013-05-27,49,536
2013-05-27,50,550
2013-05-27,51,509
2013-05-27,54,808
2013-05-28,1,27
2013-05-28,2,116
2013-05-28,3,9
2013-05-28,4,505
2013-05-28,5,586
2013-05-28,6,834
2013-05-28,7,521
2013-05-28,8,406
2013-05-28,9,409
2013-05-28,10,976
2013-05-28,11,443
2013-05-28,12,333
2013-05-28,13,627
2013-05-28,14,367
2013-05-28,15,623
2013-05-28,16,267
2013-05-28,17,50
2013-05-28,18,569
2013-05-28,19,67
2013-05-28,23,672
2013-05-28,24,969
2013-05-28,25,337
2013-05-28,26,793
2013-05-28,27,238
2013-05-28,28,235
2013-05-28,30,480
2013-05-28,31,603
2013-05-28,32,645
2013-05-28,33,860
2013-05-28,34,926
2013-05-28,35,917
2013-05-28,36,539
2013-05-28,37,572
2013-05-28,38,415
2013-05-28,39,56
2013-05-28,40,955
2013-05-28,41,139
2013-05-28,43,268
2013-05-28,44,992
2013-05-28,45,41
2013-05-28,46,946
2013-05-28,47,956
2013-05-28,48,855
2013-05-28,49,595
2013-05-28,50,502
2013-05-28,51,884
2013-05-28,54,48
2013-05-29,1,893
2013-05-29,2,398
2013-05-29,3,326
2013-05-29,4,551
2013-05-29,5,860
2013-05-29,6,275
2013-05-29,7,494
2013-05-29,8,690
2013-05-29,9,889
2013-05-29,10,576
2013-05-29,11,653
2013-05-29,12,213
2013-05-29,13,904
2013-05-29,14,245
2013-05-29,15,594
2013-05-29,16,282
2013-05-29,17,768
2013-05-29,18,766
2013-05-29,19,799
2013-05-29,23,477
2013-05-29,24,149
2013-05-29,25,166
2013-05-29,26,227
2013-05-29,27,704
2013-05-29,28,947
2013-05-29,30,566
2013-05-29,31,689
2013-05-29,32,728
2013-05-29,33,323
2013-05-29,34,716
2013-05-29,35,851
2013-05-29,36,952
2013-05-29,37,98
2013-05-29,38,384
2013-05-29,39,677
2013-05-29,40,905
2013-05-29,41,871
2013-05-29,43,10
2013-05-29,44,226
2013-05-29,45,332
2013-05-29,46,262
2013-05-29,47,339
2013-05-29,48,320
2013-05-29,49,976
2013-05-29,50,757
2013-05-29,51,449
2013-05-29,54,379
2013-05-30,1,35
2013-05-30,2,348
2013-05-30,3,648
2013-05-30,4,533
2013-05-30,5,870
2013-05-30,6,84
2013-05-30,7,438
2013-05-30,8,632
2013-05-30,9,767
2013-05-30,10,674
2013-05-30,11,895
2013-05-30,12,237
2013-05-30,13,864
2013-05-30,14,56
2013-05-30,15,390
2013-05-30,16,977
2013-05-30,17,985
2013-05-30,18,456
2013-05-30,19,48
2013-05-30,23,992
2013-05-30,24,667
2013-05-30,25,287
2013-05-30,26,476
2013-05-30,27,133
2013-05-30,28,596
2013-05-30,30,2
2013-05-30,31,489
2013-05-30,32,251
2013-05-30,33,327
2013-05-30,34,611
2013-05-30,35,436
2013-05-30,36,674
2013-05-30,37,774
2013-05-30,38,300
2013-05-30,39,420
2013-05-30,40,946
2013-05-30,41,379
2013-05-30,43,247
2013-05-30,44,466
2013-05-30,45,471
2013-05-30,46,775
2013-05-30,47,430
2013-05-30,48,541
2013-05-30,49,910
2013-05-30,50,296
2013-05-30,51,810
2013-05-30,54,482
2013-05-31,1,371
2013-05-31,2,509
2013-05-31,3,173
2013-05-31,4,688
2013-05-31,5,483
2013-05-31,6,703
2013-05-31,7,145
2013-05-31,8,268
2013-05-31,9,195
2013-05-31,10,97
2013-05-31,11,386
2013-05-31,12,660
2013-05-31,13,607
2013-05-31,14,146
2013-05-31,15,283
2013-05-31,16,516
2013-05-31,17,563
2013-05-31,18,87
2013-05-31,19,478
2013-05-31,23,757
2013-05-31,24,579
2013-05-31,25,884
2013-05-31,26,413
2013-05-31,27,413
2013-05-31,28,214
2013-05-31,30,75
2013-05-31,31,984
2013-05-31,32,194
2013-05-31,33,902
2013-05-31,34,453
2013-05-31,35,672
2013-05-31,36,492
2013-05-31,37,407
2013-05-31,38,611
2013-05-31,39,19
2013-05-31,40,186
2013-05-31,41,433
2013-05-31,43,91
2013-05-31,44,13
2013-05-31,45,892
2013-05-31,46,417
2013-05-31,47,158
2013-05-31,48,653
2013-05-31,49,409
2013-05-31,50,270
2013-05-31,51,766
2013-05-31,54,320
2013-06-01,1,51
2013-06-01,2,797
2013-06-01,3,607
2013-06-01,4,977
2013-06-01,5,571
2013-06-01,6,557
2013-06-01,7,216
2013-06-01,8,820
2013-06-01,9,668
2013-06-01,10,183
2013-06-01,11,158
2013-06-01,12,489
2013-06-01,13,652
2013-06-01,14,88
2013-06-01,15,352
2013-06-01,16,350
2013-06-01,17,568
2013-06-01,18,349
2013-06-01,19,263
2013-06-01,23,611
2013-06-01,24,990
2013-06-01,25,313
2013-06-01,26,245
2013-06-01,27,244
2013-06-01,28,255
2013-06-01,30,254
2013-06-01,31,640
2013-06-01,32,946
2013-06-01,33,348
2013-06-01,34,918
2013-06-01,35,478
2013-06-01,36,946
2013-06-01,37,919
2013-06-01,38,51
2013-06-01,39,233
2013-06-01,40,893
2013-06-01,41,922
2013-06-01,43,492
2013-06-01,44,638
2013-06-01,45,294
2013-06-01,46,733
2013-06-01,47,481
2013-06-01,48,962
2013-06-01,49,752
2013-06-01,50,774
2013-06-01,51,583
2013-06-01,54,63
2013-06-02,1,77
2013-06-02,2,862
2013-06-02,3,187
2013-06-02,4,25
2013-06-02,5,218
2013-06-02,6,760
2013-06-02,7,15
2013-06-02,8,913
2013-06-02,9,399
2013-06-02,10,238
2013-06-02,11,554
2013-06-02,12,487
2013-06-02,13,230
2013-06-02,14,711
2013-06-02,15,588
2013-06-02,16,859
2013-06-02,17,87
2013-06-02,18,938
2013-06-02,19,999
2013-06-02,23,817
2013-06-02,24,90
2013-06-02,25,31
2013-06-02,26,980
2013-06-02,27,365
2013-06-02,28,410
2013-06-02,30,105
2013-06-02,31,243
2013-06-02,32,283
2013-06-02,33,649
2013-06-02,34,684
2013-06-02,35,384
2013-06-02,36,572
2013-06-02,37,762
2013-06-02,38,951
2013-06-02,39,178
2013-06-02,40,234
2013-06-02,41,954
2013-06-02,43,631
2013-06-02,44,668
2013-06-02,45,976
2013-06-02,46,800
2013-06-02,47,124
2013-06-02,48,127
2013-06-02,49,152
2013-06-02,50,798
2013-06-02,51,248
2013-06-02,54,672
2013-06-03,1,479
2013-06-03,2,606
2013-06-03,3,532
2013-06-03,4,387
2013-06-03,5,643
2013-06-03,6,735
2013-06-03,7,550
2013-06-03,8,602
2013-06-03,9,326
2013-06-03,10,537
2013-06-03,11,440
2013-06-03,12,281
2013-06-03,13,66
2013-06-03,14,423
2013-06-03,15,241
2013-06-03,16,562
2013-06-03,17,865
2013-06-03,18,200
2013-06-03,19,115
2013-06-03,23,14
2013-06-03,24,76
2013-06-03,25,264
2013-06-03,26,454
2013-06-03,27,328
2013-06-03,28,570
2013-06-03,30,255
2013-06-03,31,44
2013-06-03,32,35
2013-06-03,33,247
2013-06-03,34,734
2013-06-03,35,265
2013-06-03,36,134
2013-06-03,37,621
2013-06-03,38,216
2013-06-03,39,973
2013-06-03,40,879
2013-06-03,41,122
2013-06-03,43,353
2013-06-03,44,679
2013-06-03,45,179
2013-06-03,46,153
2013-06-03,47,225
2013-06-03,48,357
2013-06-03,49,566
2013-06-03,50,260
2013-06-03,51,498
2013-06-03,54,299
2013-06-04,1,894
2013-06-04,2,184
2013-06-04,3,794
2013-06-04,4,428
2013-06-04,5,241
2013-06-04,6,125
2013-06-04,7,752
2013-06-04,8,195
2013-06-04,9,583
2013-06-04,10,114
2013-06-04,11,716
2013-06-04,12,562
2013-06-04,13,760
2013-06-04,14,534
2013-06-04,15,302
2013-06-04,16,289
2013-06-04,17,878
2013-06-04,18,264
2013-06-04,19,550
2013-06-04,23,814
2013-06-04,24,445
2013-06-04,25,474
2013-06-04,26,331
2013-06-04,27,958
2013-06-04,28,116
2013-06-04,30,641
2013-06-04,31,542
2013-06-04,32,52
2013-06-04,33,965
2013-06-04,34,613
2013-06-04,35,662
2013-06-04,36,877
2013-06-04,37,488
2013-06-04,38,520
2013-06-04,39,529
2013-06-04,40,510
2013-06-04,41,311
2013-06-04,43,353
2013-06-04,44,82
2013-06-04,45,601
2013-06-04,46,879
2013-06-04,47,71
2013-06-04,48,794
2013-06-04,49,812
2013-06-04,50,847
2013-06-04,51,187
2013-06-04,54,726
2013-06-05,1,149
2013-06-05,2,101
2013-06-05,3,716
2013-06-05,4,1
2013-06-05,5,657
2013-06-05,6,939
2013-06-05,7,393
2013-06-05,8,745
2013-06-05,9,926
2013-06-05,10,175
2013-06-05,11,984
2013-06-05,12,721
2013-06-05,13,652
2013-06-05,14,274
2013-06-05,15,310
2013-06-05,16,515
2013-06-05,17,221
2013-06-05,18,314
2013-06-05,19,597
2013-06-05,23,587
2013-06-05,24,264
2013-06-05,25,517
2013-06-05,26,546
2013-06-05,27,442
2013-06-05,28,953
2013-06-05,30,59
2013-06-05,31,984
2013-06-05,32,12
2013-06-05,33,669
2013-06-05,34,576
2013-06-05,35,176
2013-06-05,36,611
2013-06-05,37,396
2013-06-05,38,51
2013-06-05,39,693
2013-06-05,40,94
2013-06-05,41,72
2013-06-05,43,465
2013-06-05,44,415
2013-06-05,45,169
2013-06-05,46,964
2013-06-05,47,758
2013-06-05,48,718
2013-06-05,49,87
2013-06-05,50,526
2013-06-05,51,922
2013-06-05,54,346
2013-06-06,1,440
2013-06-06,2,338
2013-06-06,3,936
2013-06-06,4,872
2013-06-06,5,152
2013-06-06,6,255
2013-06-06,7,559
2013-06-06,8,467
2013-06-06,9,904
2013-06-06,10,463
2013-06-06,11,811
2013-06-06,12,827
2013-06-06,13,292
2013-06-06,14,161
2013-06-06,15,222
2013-06-06,16,917
2013-06-06,17,257
2013-06-06,18,905
2013-06-06,19,796
2013-06-06,23,832
2013-06-06,24,319
2013-06-06,25,746
2013-06-06,26,276
2013-06-06,27,997
2013-06-06,28,485
2013-06-06,30,284
2013-06-06,31,790
2013-06-06,32,975
2013-06-06,33,622
2013-06-06,34,934
2013-06-06,35,996
2013-06-06,36,773
2013-06-06,37,932
2013-06-06,38,599
2013-06-06,39,618
2013-06-06,40,183
2013-06-06,41,564
2013-06-06,43,642
2013-06-06,44,449
2013-06-06,45,174
2013-06-06,46,250
2013-06-06,47,982
2013-06-06,48,92
2013-06-06,49,644
2013-06-06,50,501
2013-06-06,51,379
2013-06-06,54,797
2013-06-07,1,623
2013-06-07,2,129
2013-06-07,3,13
2013-06-07,4,679
2013-06-07,5,575
2013-06-07,6,398
2013-06-07,7,670
2013-06-07,8,57
2013-06-07,9,345
2013-06-07,10,822
2013-06-07,11,67
2013-06-07,12,259
2013-06-07,13,376
2013-06-07,14,256
2013-06-07,15,972
2013-06-07,16,212
2013-06-07,17,496
2013-06-07,18,144
2013-06-07,19,686
2013-06-07,23,948
2013-06-07,24,455
2013-06-07,25,381
2013-06-07,26,90
2013-06-07,27,851
2013-06-07,28,992
2013-06-07,30,518
2013-06-07,31,837
2013-06-07,32,512
2013-06-07,33,844
2013-06-07,34,246
2013-06-07,35,863
2013-06-07,36,633
2013-06-07,37,372
2013-06-07,38,685
2013-06-07,39,133
2013-06-07,40,125
2013-06-07,41,763
2013-06-07,43,407
2013-06-07,44,81
2013-06-07,45,297
2013-06-07,46,214
2013-06-07,47,30
2013-06-07,48,383
2013-06-07,49,797
2013-06-07,50,784
2013-06-07,51,169
2013-06-07,54,236
2013-06-08,1,148
2013-06-08,2,938
2013-06-08,3,319
2013-06-08,4,840
2013-06-08,5,942
2013-06-08,6,845
2013-06-08,7,954
2013-06-08,8,675
2013-06-08,9,547
2013-06-08,10,78
2013-06-08,11,740
2013-06-08,12,176
2013-06-08,13,956
2013-06-08,14,114
2013-06-08,15,266
2013-06-08,16,100
2013-06-08,17,915
2013-06-08,18,309
2013-06-08,19,331
2013-06-08,23,676
2013-06-08,24,801
2013-06-08,25,655
2013-06-08,26,118
2013-06-08,27,93
2013-06-08,28,251
2013-06-08,30,676
2013-06-08,31,587
2013-06-08,32,307
2013-06-08,33,839
2013-06-08,34,727
2013-06-08,35,233
2013-06-08,36,380
2013-06-08,37,318
2013-06-08,38,1
2013-06-08,39,137
2013-06-08,40,954
2013-06-08,41,240
2013-06-08,43,115
2013-06-08,44,618
2013-06-08,45,947
2013-06-08,46,901
2013-06-08,47,352
2013-06-08,48,138
2013-06-08,49,350
2013-06-08,50,340
2013-06-08,51,720
2013-06-08,54,935
2013-06-09,1,749
2013-06-09,2,307
2013-06-09,3,765
2013-06-09,4,467
2013-06-09,5,544
2013-06-09,6,162
2013-06-09,7,555
2013-06-09,8,121
2013-06-09,9,375
2013-06-09,10,413
2013-06-09,11,376
2013-06-09,12,688
2013-06-09,13,529
2013-06-09,14,341
2013-06-09,15,114
2013-06-09,16,703
2013-06-09,17,653
2013-06-09,18,836
2013-06-09,19,756
2013-06-09,23,539
2013-06-09,24,906
2013-06-09,25,743
2013-06-09,26,772
2013-06-09,27,903
2013-06-09,28,660
2013-06-09,30,228
2013-06-09,31,397
2013-06-09,32,918
2013-06-09,33,738
2013-06-09,34,733
2013-06-09,35,239
2013-06-09,36,320
2013-06-09,37,803
2013-06-09,38,535
2013-06-09,39,655
2013-06-09,40,932
2013-06-09,41,490
2013-06-09,43,21
2013-06-09,44,50
2013-06-09,45,368
2013-06-09,46,631
2013-06-09,47,235
2013-06-09,48,540
2013-06-09,49,597
2013-06-09,50,211
2013-06-09,51,795
2013-06-09,54,978
2013-06-10,1,663
2013-06-10,2,791
2013-06-10,3,596
2013-06-10,4,379
2013-06-10,5,633
2013-06-10,6,935
2013-06-10,7,949
2013-06-10,8,770
2013-06-10,9,886
2013-06-10,10,272
2013-06-10,11,767
2013-06-10,12,990
2013-06-10,13,40
2013-06-10,14,707
2013-06-10,15,568
2013-06-10,16,15
2013-06-10,17,25
2013-06-10,18,510
2013-06-10,19,504
2013-06-10,23,513
2013-06-10,24,332
2013-06-10,25,357
2013-06-10,26,427
2013-06-10,27,531
2013-06-10,28,171
2013-06-10,30,52
2013-06-10,31,158
2013-06-10,32,431
2013-06-10,33,874
2013-06-10,34,687
2013-06-10,35,816
2013-06-10,36,349
2013-06-10,37,178
2013-06-10,38,439
2013-06-10,39,574
2013-06-10,40,818
2013-06-10,41,728
2013-06-10,43,802
2013-06-10,44,769
2013-06-10,45,789
2013-06-10,46,114
2013-06-10,47,569
2013-06-10,48,496
2013-06-10,49,818
2013-06-10,50,668
2013-06-10,51,95
2013-06-10,54,733
2013-06-11,1,441
2013-06-11,2,513
2013-06-11,3,174
2013-06-11,4,912
2013-06-11,5,738
2013-06-11,6,653
2013-06-11,7,955
2013-06-11,8,409
2013-06-11,9,409
2013-06-11,10,928
2013-06-11,11,425
2013-06-11,12,341
2013-06-11,13,105
2013-06-11,14,714
2013-06-11,15,816
2013-06-11,16,413
2013-06-11,17,826
2013-06-11,18,976
2013-06-11,19,225
2013-06-11,23,490
2013-06-11,24,11
2013-06-11,25,361
2013-06-11,26,678
2013-06-11,27,659
2013-06-11,28,922
2013-06-11,30,565
2013-06-11,31,660
2013-06-11,32,422
2013-06-11,33,758
2013-06-11,34,473
2013-06-11,35,8
2013-06-11,36,901
2013-06-11,37,812
2013-06-11,38,975
2013-06-11,39,421
2013-06-11,40,977
2013-06-11,41,774
2013-06-11,43,385
2013-06-11,44,861
2013-06-11,45,342
2013-06-11,46,626
2013-06-11,47,560
2013-06-11,48,744
2013-06-11,49,716
2013-06-11,50,809
2013-06-11,51,965
2013-06-11,54,824
2013-06-12,1,968
2013-06-12,2,75
2013-06-12,3,42
2013-06-12,4,774
2013-06-12,5,893
2013-06-12,6,418
2013-06-12,7,749
2013-06-12,8,309
2013-06-12,9,483
2013-06-12,10,59
2013-06-12,11,433
2013-06-12,12,461
2013-06-12,13,536
2013-06-12,14,382
2013-06-12,15,670
2013-06-12,16,238
2013-06-12,17,480
2013-06-12,18,578
2013-06-12,19,186
2013-06-12,23,281
2013-06-12,24,622
2013-06-12,25,980
2013-06-12,26,272
2013-06-12,27,644
2013-06-12,28,129
2013-06-12,30,426
2013-06-12,31,205
2013-06-12,32,747
2013-06-12,33,230
2013-06-12,34,694
2013-06-12,35,318
2013-06-12,36,883
2013-06-12,37,597
2013-06-12,38,406
2013-06-12,39,590
2013-06-12,40,215
2013-06-12,41,990
2013-06-12,43,285
2013-06-12,44,904
2013-06-12,45,477
2013-06-12,46,799
2013-06-12,47,384
2013-06-12,48,742
2013-06-12,49,937
2013-06-12,50,843
2013-06-12,51,293
2013-06-12,54,618
2013-06-13,1,904
2013-06-13,2,810
2013-06-13,3,506
2013-06-13,4,528
2013-06-13,5,929
2013-06-13,6,96
2013-06-13,7,355
2013-06-13,8,615
2013-06-13,9,866
2013-06-13,10,648
2013-06-13,11,824
2013-06-13,12,886
2013-06-13,13,861
2013-06-13,14,721
2013-06-13,15,696
2013-06-13,16,303
2013-06-13,17,746
2013-06-13,18,558
2013-06-13,19,599
2013-06-13,23,958
2013-06-13,24,137
2013-06-13,25,564
2013-06-13,26,279
2013-06-13,27,617
2013-06-13,28,872
2013-06-13,30,385
2013-06-13,31,630
2013-06-13,32,588
2013-06-13,33,132
2013-06-13,34,78
2013-06-13,35,625
2013-06-13,36,147
2013-06-13,37,213
2013-06-13,38,545
2013-06-13,39,914
2013-06-13,40,833
2013-06-13,41,339
2013-06-13,43,754
2013-06-13,44,792
2013-06-13,45,350
2013-06-13,46,902
2013-06-13,47,182
2013-06-13,48,247
2013-06-13,49,343
2013-06-13,50,936
2013-06-13,51,13
2013-06-13,54,196
2013-06-14,1,418
2013-06-14,2,779
2013-06-14,3,353
2013-06-14,4,703
2013-06-14,5,458
2013-06-14,6,174
2013-06-14,7,565
2013-06-14,8,680
2013-06-14,9,849
2013-06-14,10,639
2013-06-14,11,736
2013-06-14,12,376
2013-06-14,13,451
2013-06-14,14,997
2013-06-14,15,264
2013-06-14,16,330
2013-06-14,17,545
2013-06-14,18,947
2013-06-14,19,314
2013-06-14,23,619
2013-06-14,24,820
2013-06-14,25,695
2013-06-14,26,516
2013-06-14,27,633
2013-06-14,28,488
2013-06-14,30,274
2013-06-14,31,739
2013-06-14,32,299
2013-06-14,33,965
2013-06-14,34,268
2013-06-14,35,516
2013-06-14,36,993
2013-06-14,37,690
2013-06-14,38,936
2013-06-14,39,892
2013-06-14,40,559
2013-06-14,41,145
2013-06-14,43,731
2013-06-14,44,523
2013-06-14,45,663
2013-06-14,46,699
2013-06-14,47,443
2013-06-14,48,631
2013-06-14,49,941
2013-06-14,50,690
2013-06-14,51,904
2013-06-14,54,813
2013-06-15,1,268
2013-06-15,2,288
2013-06-15,3,530
2013-06-15,4,666
2013-06-15,5,138
2013-06-15,6,456
2013-06-15,7,997
2013-06-15,8,938
2013-06-15,9,359
2013-06-15,10,713
2013-06-15,11,676
2013-06-15,12,418
2013-06-15,13,581
2013-06-15,14,61
2013-06-15,15,422
2013-06-15,16,961
2013-06-15,17,46
2013-06-15,18,524
2013-06-15,19,69
2013-06-15,23,626
2013-06-15,24,811
2013-06-15,25,833
2013-06-15,26,131
2013-06-15,27,983
2013-06-15,28,784
2013-06-15,30,347
2013-06-15,31,929
2013-06-15,32,627
2013-06-15,33,704
2013-06-15,34,426
2013-06-15,35,910
2013-06-15,36,557
2013-06-15,37,335
2013-06-15,38,51
2013-06-15,39,598
2013-06-15,40,589
2013-06-15,41,267
2013-06-15,43,248
2013-06-15,44,675
2013-06-15,45,232
2013-06-15,46,18
2013-06-15,47,542
2013-06-15,48,977
2013-06-15,49,688
2013-06-15,50,871
2013-06-15,51,891
2013-06-15,54,605
2013-06-16,1,639
2013-06-16,2,774
2013-06-16,3,504
2013-06-16,4,234
2013-06-16,5,392
2013-06-16,6,144
2013-06-16,7,606
2013-06-16,8,657
2013-06-16,9,278
2013-06-16,10,443
2013-06-16,11,570
2013-06-16,12,146
2013-06-16,13,866
2013-06-16,14,899
2013-06-16,15,507
2013-06-16,16,132
2013-06-16,17,467
2013-06-16,18,916
2013-06-16,19,567
2013-06-16,23,127
2013-06-16,24,810
2013-06-16,25,241
2013-06-16,26,714
2013-06-16,27,926
2013-06-16,28,607
2013-06-16,30,782
2013-06-16,31,450
2013-06-16,32,819
2013-06-16,33,1
2013-06-16,34,647
2013-06-16,35,686
2013-06-16,36,605
2013-06-16,37,101
2013-06-16,38,401
2013-06-16,39,637
2013-06-16,40,166
2013-06-16,41,288
2013-06-16,43,271
2013-06-16,44,43
2013-06-16,45,186
2013-06-16,46,673
2013-06-16,47,469
2013-06-16,48,223
2013-06-16,49,578
2013-06-16,50,491
2013-06-16,51,784
2013-06-16,54,707
2013-06-17,1,452
2013-06-17,2,403
2013-06-17,3,819
2013-06-17,4,839
2013-06-17,5,837
2013-06-17,6,56
2013-06-17,7,850
2013-06-17,8,113
2013-06-17,9,706
2013-06-17,10,514
2013-06-17,11,836
2013-06-17,12,151
2013-06-17,13,538
2013-06-17,14,308
2013-06-17,15,54
2013-06-17,16,919
2013-06-17,17,38
2013-06-17,18,401
2013-06-17,19,225
2013-06-17,23,751
2013-06-17,24,612
2013-06-17,25,481
2013-06-17,26,219
2013-06-17,27,661
2013-06-17,28,929
2013-06-17,30,911
2013-06-17,31,194
2013-06-17,32,761
2013-06-17,33,7
2013-06-17,34,854
2013-06-17,35,178
2013-06-17,36,84
2013-06-17,37,463
2013-06-17,38,649
2013-06-17,39,724
2013-06-17,40,197
2013-06-17,41,84
2013-06-17,43,810
2013-06-17,44,790
2013-06-17,45,498
2013-06-17,46,90
2013-06-17,47,56
2013-06-17,48,383
2013-06-17,49,745
2013-06-17,50,337
2013-06-17,51,165
2013-06-17,54,93
2013-06-18,1,170
2013-06-18,2,534
2013-06-18,3,700
2013-06-18,4,771
2013-06-18,5,564
2013-06-18,6,27
2013-06-18,7,629
2013-06-18,8,259
2013-06-18,9,264
2013-06-18,10,806
2013-06-18,11,464
2013-06-18,12,575
2013-06-18,13,291
2013-06-18,14,453
2013-06-18,15,80
2013-06-18,16,713
2013-06-18,17,518
2013-06-18,18,818
2013-06-18,19,872
2013-06-18,23,404
2013-06-18,24,40
2013-06-18,25,964
2013-06-18,26,720
2013-06-18,27,505
2013-06-18,28,623
2013-06-18,30,285
2013-06-18,31,569
2013-06-18,32,253
2013-06-18,33,245
2013-06-18,34,410
2013-06-18,35,649
2013-06-18,36,777
2013-06-18,37,818
2013-06-18,38,816
2013-06-18,39,18
2013-06-18,40,744
2013-06-18,41,440
2013-06-18,43,414
2013-06-18,44,257
2013-06-18,45,466
2013-06-18,46,379
2013-06-18,47,845
2013-06-18,48,575
2013-06-18,49,533
2013-06-18,50,417
2013-06-18,51,161
2013-06-18,54,453
2013-06-19,1,983
2013-06-19,2,780
2013-06-19,3,122
2013-06-19,4,893
2013-06-19,5,537
2013-06-19,6,690
2013-06-19,7,406
2013-06-19,8,864
2013-06-19,9,147
2013-06-19,10,398
2013-06-19,11,785
2013-06-19,12,754
2013-06-19,13,383
2013-06-19,14,538
2013-06-19,15,210
2013-06-19,16,802
2013-06-19,17,622
2013-06-19,18,225
2013-06-19,19,888
2013-06-19,23,922
2013-06-19,24,640
2013-06-19,25,936
2013-06-19,26,475
2013-06-19,27,620
2013-06-19,28,500
2013-06-19,30,859
2013-06-19,31,727
2013-06-19,32,143
2013-06-19,33,380
2013-06-19,34,506
2013-06-19,35,491
2013-06-19,36,489
2013-06-19,37,700
2013-06-19,38,7
2013-06-19,39,418
2013-06-19,40,641
2013-06-19,41,777
2013-06-19,43,864
2013-06-19,44,265
2013-06-19,45,336
2013-06-19,46,119
2013-06-19,47,12
2013-06-19,48,452
2013-06-19,49,723
2013-06-19,50,357
2013-06-19,51,378
2013-06-19,54,357
2013-06-20,1,953
2013-06-20,2,533
2013-06-20,3,220
2013-06-20,4,91
2013-06-20,5,35
2013-06-20,6,721
2013-06-20,7,839
2013-06-20,8,854
2013-06-20,9,145
2013-06-20,10,265
2013-06-20,11,337
2013-06-20,12,333
2013-06-20,13,377
2013-06-20,14,109
2013-06-20,15,246
2013-06-20,16,500
2013-06-20,17,435
2013-06-20,18,268
2013-06-20,19,730
2013-06-20,23,95
2013-06-20,24,186
2013-06-20,25,751
2013-06-20,26,892
2013-06-20,27,102
2013-06-20,28,551
2013-06-20,30,799
2013-06-20,31,806
2013-06-20,32,541
2013-06-20,33,655
2013-06-20,34,106
2013-06-20,35,220
2013-06-20,36,868
2013-06-20,37,804
2013-06-20,38,433
2013-06-20,39,630
2013-06-20,40,633
2013-06-20,41,541
2013-06-20,43,785
2013-06-20,44,850
2013-06-20,45,860
2013-06-20,46,771
2013-06-20,47,775
2013-06-20,48,288
2013-06-20,49,6
2013-06-20,50,573
2013-06-20,51,725
2013-06-20,54,973
2013-06-21,1,318
2013-06-21,2,559
2013-06-21,3,925
2013-06-21,4,208
2013-06-21,5,947
2013-06-21,6,650
2013-06-21,7,312
2013-06-21,8,580
2013-06-21,9,623
2013-06-21,10,692
2013-06-21,11,17
2013-06-21,12,364
2013-06-21,13,323
2013-06-21,14,339
2013-06-21,15,126
2013-06-21,16,467
2013-06-21,17,330
2013-06-21,18,282
2013-06-21,19,843
2013-06-21,23,101
2013-06-21,24,441
2013-06-21,25,239
2013-06-21,26,314
2013-06-21,27,207
2013-06-21,28,335
2013-06-21,30,454
2013-06-21,31,295
2013-06-21,32,532
2013-06-21,33,52
2013-06-21,34,757
2013-06-21,35,644
2013-06-21,36,762
2013-06-21,37,696
2013-06-21,38,465
2013-06-21,39,841
2013-06-21,40,75
2013-06-21,41,286
2013-06-21,43,462
2013-06-21,44,248
2013-06-21,45,313
2013-06-21,46,838
2013-06-21,47,704
2013-06-21,48,739
2013-06-21,49,998
2013-06-21,50,658
2013-06-21,51,995
2013-06-21,54,92
2013-06-22,1,399
2013-06-22,2,485
2013-06-22,3,308
2013-06-22,4,44
2013-06-22,5,212
2013-06-22,6,984
2013-06-22,7,891
2013-06-22,8,289
2013-06-22,9,66
2013-06-22,10,647
2013-06-22,11,680
2013-06-22,12,607
2013-06-22,13,531
2013-06-22,14,252
2013-06-22,15,147
2013-06-22,16,740
2013-06-22,17,866
2013-06-22,18,394
2013-06-22,19,503
2013-06-22,23,465
2013-06-22,24,840
2013-06-22,25,605
2013-06-22,26,160
2013-06-22,27,861
2013-06-22,28,246
2013-06-22,30,172
2013-06-22,31,247
2013-06-22,32,393
2013-06-22,33,931
2013-06-22,34,544
2013-06-22,35,308
2013-06-22,36,187
