,date,store_nbr,item_nbr,item_aug,Y
12994,2013-01-02,13,418026,26,1393
12995,2013-01-02,13,421066,532,1899
12996,2013-01-02,13,422452,200,1567
12997,2013-01-02,13,428054,702,2069
12998,2013-01-02,13,428488,329,1696
12999,2013-01-02,13,452078,920,2287
13000,2013-01-02,13,454413,326,1693
13001,2013-01-02,13,454414,518,1885
13002,2013-01-02,13,454416,597,1964
13003,2013-01-02,13,454589,614,1981
13004,2013-01-02,13,454596,473,1840
13005,2013-01-02,13,456870,701,2068
13006,2013-01-02,13,457471,318,1685
13007,2013-01-02,13,457688,916,2283
13008,2013-01-02,13,457727,844,2211
13009,2013-01-02,13,459804,817,2184
13010,2013-01-02,13,460804,144,1511
13011,2013-01-02,13,463598,275,1642
13012,2013-01-02,13,463901,72,1439
13013,2013-01-02,13,463903,220,1587
13014,2013-01-02,13,464302,558,1925
13015,2013-01-02,13,464333,732,2099
13016,2013-01-02,13,464336,856,2223
13017,2013-01-02,13,464339,961,2328
13018,2013-01-02,13,464374,922,2289
13019,2013-01-02,13,464906,210,1577
13020,2013-01-02,13,464907,745,2112
13021,2013-01-02,13,464940,537,1904
13022,2013-01-02,13,467808,80,1447
13023,2013-01-02,13,470624,418,1785
13024,2013-01-02,13,470762,301,1668
13025,2013-01-02,13,471980,1,1368
13026,2013-01-02,13,471985,178,1545
13027,2013-01-02,13,472314,399,1766
13028,2013-01-02,13,472658,567,1934
13029,2013-01-02,13,502227,714,2081
13030,2013-01-02,13,502331,355,1722
13031,2013-01-02,13,504457,804,2171
13032,2013-01-02,13,507870,220,1587
13033,2013-01-02,13,507927,435,1802
13034,2013-01-02,13,507958,987,2354
13035,2013-01-02,13,510052,356,1723
13036,2013-01-02,13,510054,504,1871
13037,2013-01-02,13,510055,694,2061
13038,2013-01-02,13,511397,687,2054
13039,2013-01-02,13,513853,33,1400
13040,2013-01-02,13,513855,791,2158
13041,2013-01-02,13,514144,672,2039
13042,2013-01-02,13,514149,961,2328
13043,2013-01-02,13,514172,184,1551
13044,2013-01-02,13,514327,498,1865
13045,2013-01-02,13,514444,915,2282
13046,2013-01-02,13,514446,263,1630
13047,2013-01-02,13,514597,514,1881
13048,2013-01-02,13,514730,615,1982
13049,2013-01-02,13,514757,4,1371
13050,2013-01-02,13,517615,58,1425
13051,2013-01-02,13,517904,548,1915
13052,2013-01-02,13,517905,698,2065
13053,2013-01-02,13,517906,500,1867
13054,2013-01-02,13,518091,606,1973
13055,2013-01-02,13,518094,554,1921
13056,2013-01-02,13,519718,556,1923
13057,2013-01-02,13,521818,236,1603
13058,2013-01-02,13,522721,220,1587
13059,2013-01-02,13,522941,374,1741
13060,2013-01-02,13,525887,556,1923
13061,2013-01-02,13,551893,7,1374
13062,2013-01-02,13,554049,379,1746
13063,2013-01-02,13,554144,869,2236
13064,2013-01-02,13,554145,938,2305
13065,2013-01-02,13,557241,928,2295
13066,2013-01-02,13,557257,321,1688
13067,2013-01-02,13,557285,359,1726
13068,2013-01-02,13,557289,44,1411
13069,2013-01-02,13,557408,444,1811
13070,2013-01-02,13,557810,108,1475
13071,2013-01-02,13,559493,925,2292
13072,2013-01-02,13,559494,142,1509
13073,2013-01-02,13,559870,357,1724
13074,2013-01-02,13,559873,315,1682
13075,2013-01-02,13,564110,600,1967
13076,2013-01-02,13,564272,606,1973
13077,2013-01-02,13,564274,686,2053
13078,2013-01-02,13,564287,275,1642
13079,2013-01-02,13,564533,9,1376
13080,2013-01-02,13,564534,491,1858
13081,2013-01-02,13,567588,753,2120
13082,2013-01-02,13,567623,132,1499
13083,2013-01-02,13,567750,287,1654
13084,2013-01-02,13,567779,837,2204
13085,2013-01-02,13,568133,38,1405
13086,2013-01-02,13,570922,963,2330
13087,2013-01-02,13,572838,344,1711
13088,2013-01-02,13,574898,476,1843
13089,2013-01-02,13,575863,546,1913
13090,2013-01-02,13,577740,763,2130
13091,2013-01-02,13,577741,838,2205
13092,2013-01-02,13,577743,373,1740
13093,2013-01-02,13,578467,536,1903
13094,2013-01-02,13,579759,356,1723
13095,2013-01-02,13,581078,335,1702
13096,2013-01-02,13,581742,902,2269
13097,2013-01-02,13,583975,985,2352
13098,2013-01-02,13,583977,226,1593
13099,2013-01-02,13,583978,960,2327
13100,2013-01-02,13,584030,538,1905
13101,2013-01-02,13,584103,482,1849
13102,2013-01-02,13,584123,921,2288
13103,2013-01-02,13,584125,335,1702
13104,2013-01-02,13,584126,69,1436
13105,2013-01-02,13,586823,402,1769
13106,2013-01-02,13,586824,668,2035
13107,2013-01-02,13,586911,614,1981
13108,2013-01-02,13,586969,459,1826
13109,2013-01-02,13,587069,962,2329
13110,2013-01-02,13,587157,34,1401
13111,2013-01-02,13,592942,540,1907
13112,2013-01-02,13,598414,985,2352
13113,2013-01-02,13,598492,97,1464
13114,2013-01-02,13,608035,76,1443
13115,2013-01-02,13,617113,613,1980
13116,2013-01-02,13,617763,503,1870
13117,2013-01-02,13,619965,315,1682
13118,2013-01-02,13,621300,950,2317
13119,2013-01-02,13,622958,309,1676
13120,2013-01-02,13,623317,339,1706
13121,2013-01-02,13,627263,308,1675
13122,2013-01-02,13,633977,138,1505
13123,2013-01-02,13,637016,568,1935
13124,2013-01-02,13,638296,842,2209
13125,2013-01-02,13,638308,116,1483
13126,2013-01-02,13,638977,643,2010
13127,2013-01-02,13,638978,109,1476
13128,2013-01-02,13,639586,306,1673
13129,2013-01-02,13,645294,776,2143
13130,2013-01-02,13,648313,42,1409
13131,2013-01-02,13,651525,95,1462
13132,2013-01-02,13,655427,124,1491
13133,2013-01-02,13,655840,730,2097
13134,2013-01-02,13,657869,628,1995
13135,2013-01-02,13,663084,135,1502
13136,2013-01-02,13,664539,657,2024
13137,2013-01-02,13,664543,470,1837
13138,2013-01-02,13,664545,70,1437
13139,2013-01-02,13,668752,523,1890
13140,2013-01-02,13,668754,235,1602
13141,2013-01-02,13,671062,534,1901
13142,2013-01-02,13,671066,819,2186
13143,2013-01-02,13,671068,157,1524
13144,2013-01-02,13,671076,542,1909
13145,2013-01-02,13,671908,365,1732
13146,2013-01-02,13,675524,207,1574
13147,2013-01-02,13,683720,996,2363
13148,2013-01-02,13,683721,242,1609
13149,2013-01-02,13,686035,424,1791
13150,2013-01-02,13,686036,592,1959
13151,2013-01-02,13,687549,929,2296
13152,2013-01-02,13,692531,448,1815
13153,2013-01-02,13,692537,119,1486
13154,2013-01-02,13,698642,783,2150
13155,2013-01-02,13,698643,256,1623
13156,2013-01-02,13,699688,153,1520
13157,2013-01-02,13,699689,76,1443
13158,2013-01-02,13,716241,589,1956
13159,2013-01-02,13,716242,367,1734
13160,2013-01-02,13,716250,830,2197
13161,2013-01-02,13,723184,707,2074
13162,2013-01-02,13,724359,107,1474
13163,2013-01-02,13,724360,534,1901
13164,2013-01-02,13,724498,809,2176
13165,2013-01-02,13,736128,592,1959
13166,2013-01-02,13,738219,732,2099
13167,2013-01-02,13,740713,171,1538
13168,2013-01-02,13,740714,298,1665
13169,2013-01-02,13,749421,66,1433
13170,2013-01-02,13,750856,305,1672
13171,2013-01-02,13,750857,480,1847
13172,2013-01-02,13,751759,946,2313
13173,2013-01-02,13,754103,208,1575
13174,2013-01-02,13,757888,886,2253
13175,2013-01-02,13,759651,311,1678
13176,2013-01-02,13,759893,848,2215
13177,2013-01-02,13,759894,824,2191
13178,2013-01-02,13,760319,308,1675
13179,2013-01-02,13,765517,337,1704
13180,2013-01-02,13,769312,743,2110
13181,2013-01-02,13,769314,588,1955
13182,2013-01-02,13,770449,841,2208
13183,2013-01-02,13,770453,621,1988
13184,2013-01-02,13,770456,859,2226
13185,2013-01-02,13,770511,645,2012
13186,2013-01-02,13,771156,221,1588
13187,2013-01-02,13,771157,2,1369
13188,2013-01-02,13,783243,856,2223
13189,2013-01-02,13,793341,827,2194
13190,2013-01-02,13,793345,186,1553
13191,2013-01-02,13,793346,64,1431
13192,2013-01-02,13,801217,257,1624
13193,2013-01-02,13,801934,759,2126
13194,2013-01-02,13,802831,279,1646
13195,2013-01-02,13,802832,762,2129
13196,2013-01-02,13,803101,612,1979
13197,2013-01-02,13,804098,311,1678
13198,2013-01-02,13,804503,385,1752
13199,2013-01-02,13,804932,493,1860
13200,2013-01-02,13,807493,610,1977
13201,2013-01-02,13,812725,412,1779
13202,2013-01-02,13,812726,521,1888
13203,2013-01-02,13,812751,48,1415
13204,2013-01-02,13,812757,122,1489
13205,2013-01-02,13,819194,506,1873
13206,2013-01-02,13,819227,890,2257
13207,2013-01-02,13,819932,394,1761
13208,2013-01-02,13,819934,26,1393
13209,2013-01-02,13,820006,27,1394
13210,2013-01-02,13,828204,177,1544
13211,2013-01-02,13,828630,601,1968
13212,2013-01-02,13,829658,747,2114
13213,2013-01-02,13,838215,606,1973
13214,2013-01-02,13,838216,895,2262
13215,2013-01-02,13,838407,705,2072
13216,2013-01-02,13,838408,913,2280
13217,2013-01-02,13,838415,288,1655
13218,2013-01-02,13,838832,879,2246
13219,2013-01-02,13,838842,469,1836
13220,2013-01-02,13,838875,836,2203
13221,2013-01-02,13,839362,974,2341
13222,2013-01-02,13,839363,536,1903
13223,2013-01-02,13,841570,599,1966
13224,2013-01-02,13,841607,801,2168
13225,2013-01-02,13,841612,760,2127
13226,2013-01-02,13,841614,291,1658
13227,2013-01-02,13,841667,354,1721
13228,2013-01-02,13,841841,461,1828
13229,2013-01-02,13,841842,691,2058
13230,2013-01-02,13,843459,468,1835
13231,2013-01-02,13,843585,400,1767
13232,2013-01-02,13,844017,477,1844
13233,2013-01-02,13,844795,976,2343
13234,2013-01-02,13,847859,745,2112
13235,2013-01-02,13,847863,560,1927
13236,2013-01-02,13,849098,773,2140
13237,2013-01-02,13,849142,812,2179
13238,2013-01-02,13,850333,857,2224
13239,2013-01-02,13,850334,170,1537
13240,2013-01-02,13,850460,646,2013
13241,2013-01-02,13,851982,930,2297
13242,2013-01-02,13,852934,207,1574
13243,2013-01-02,13,853196,334,1701
13244,2013-01-02,13,862454,18,1385
13245,2013-01-02,13,864510,695,2062
13246,2013-01-02,13,865147,955,2322
13247,2013-01-02,13,866927,518,1885
13248,2013-01-02,13,867850,893,2260
13249,2013-01-02,13,868529,122,1489
13250,2013-01-02,13,870544,209,1576
13251,2013-01-02,13,870545,840,2207
13252,2013-01-02,13,871421,748,2115
13253,2013-01-02,13,872306,510,1877
13254,2013-01-02,13,872307,44,1411
13255,2013-01-02,13,872308,29,1396
13256,2013-01-02,13,872309,302,1669
13257,2013-01-02,13,874593,495,1862
13258,2013-01-02,13,875604,379,1746
13259,2013-01-02,13,876224,172,1539
13260,2013-01-02,13,876663,338,1705
13261,2013-01-02,13,877513,396,1763
13262,2013-01-02,13,877514,103,1470
13263,2013-01-02,13,881701,408,1775
13264,2013-01-02,13,881910,139,1506
13265,2013-01-02,13,881911,772,2139
13266,2013-01-02,13,881912,345,1712
13267,2013-01-02,13,882624,794,2161
13268,2013-01-02,13,884878,80,1447
13269,2013-01-02,13,885543,846,2213
13270,2013-01-02,13,886396,701,2068
13271,2013-01-02,13,886398,753,2120
13272,2013-01-02,13,888763,548,1915
13273,2013-01-02,13,890372,647,2014
13274,2013-01-02,13,892076,285,1652
13275,2013-01-02,13,902200,726,2093
13276,2013-01-02,13,902202,53,1420
13277,2013-01-02,13,903283,700,2067
13278,2013-01-02,13,903284,914,2281
13279,2013-01-02,13,907686,8,1375
13280,2013-01-02,13,911429,176,1543
13281,2013-01-02,13,911871,176,1543
13282,2013-01-02,13,911990,766,2133
13283,2013-01-02,13,915351,316,1683
13284,2013-01-02,13,915980,799,2166
13285,2013-01-02,13,916887,674,2041
13286,2013-01-02,13,926958,661,2028
13287,2013-01-02,13,932281,809,2176
13288,2013-01-02,13,938566,898,2265
13289,2013-01-02,13,938567,780,2147
13290,2013-01-02,13,938570,963,2330
13291,2013-01-02,13,938576,105,1472
13292,2013-01-02,13,938659,991,2358
13293,2013-01-02,13,939129,388,1755
13294,2013-01-02,13,939130,511,1878
13295,2013-01-02,13,939131,946,2313
13296,2013-01-02,13,939207,602,1969
13297,2013-01-02,13,939210,469,1836
13298,2013-01-02,13,939661,836,2203
13299,2013-01-02,13,939663,210,1577
13300,2013-01-02,13,940590,141,1508
13301,2013-01-02,13,940591,961,2328
13302,2013-01-02,13,940592,231,1598
13303,2013-01-02,13,949053,228,1595
13304,2013-01-02,13,949296,58,1425
13305,2013-01-02,13,949297,583,1950
13306,2013-01-02,13,953404,19,1386
13307,2013-01-02,13,953562,635,2002
13308,2013-01-02,13,953609,625,1992
13309,2013-01-02,13,956012,976,2343
13310,2013-01-02,13,956013,141,1508
13311,2013-01-02,13,956014,509,1876
13312,2013-01-02,13,958514,670,2037
13313,2013-01-02,13,959437,79,1446
13314,2013-01-02,13,962600,653,2020
13315,2013-01-02,13,962601,438,1805
13316,2013-01-02,13,964752,735,2102
13317,2013-01-02,13,964753,410,1777
13318,2013-01-02,13,968432,899,2266
13319,2013-01-02,13,968935,888,2255
13320,2013-01-02,13,977007,5,1372
13321,2013-01-02,13,979195,129,1496
13322,2013-01-02,13,979196,403,1770
13323,2013-01-02,13,985824,39,1406
13324,2013-01-02,13,987768,146,1513
13325,2013-01-02,13,987769,409,1776
13326,2013-01-02,13,991114,838,2205
13327,2013-01-02,13,999547,324,1691
13328,2013-01-02,13,1003679,934,2301
13329,2013-01-02,13,1004551,918,2285
13330,2013-01-02,13,1009512,568,1935
13331,2013-01-02,13,1012473,984,2351
13332,2013-01-02,13,1012787,748,2115
13333,2013-01-02,13,1012788,984,2351
13334,2013-01-02,13,1017349,85,1452
13335,2013-01-02,13,1021281,923,2290
13336,2013-01-02,13,1022053,927,2294
13337,2013-01-02,13,1024975,28,1395
13338,2013-01-02,13,1024976,345,1712
13339,2013-01-02,13,1036320,692,2059
13340,2013-01-02,13,1036689,74,1441
13341,2013-01-02,13,1037654,407,1774
13342,2013-01-02,13,1037845,26,1393
13343,2013-01-02,13,1037846,422,1789
13344,2013-01-02,13,1047394,223,1590
13345,2013-01-02,13,1047395,374,1741
13346,2013-01-02,13,1047679,222,1589
13347,2013-01-02,13,1047680,299,1666
13348,2013-01-02,13,1047681,101,1468
13349,2013-01-02,13,1047685,717,2084
13350,2013-01-02,13,1047690,524,1891
13351,2013-01-02,13,1047695,396,1763
13352,2013-01-02,13,1047696,13,1380
13353,2013-01-02,13,1047705,339,1706
13354,2013-01-02,13,1047717,586,1953
13355,2013-01-02,13,1047733,807,2174
13356,2013-01-02,13,1047735,624,1991
13357,2013-01-02,13,1047740,700,2067
13358,2013-01-02,13,1047756,346,1713
13359,2013-01-02,13,1047757,435,1802
13360,2013-01-02,13,1047772,43,1410
13361,2013-01-02,13,1047773,376,1743
13362,2013-01-02,13,1047774,630,1997
13363,2013-01-02,13,1047775,290,1657
13364,2013-01-02,13,1047786,780,2147
13365,2013-01-02,13,1047790,268,1635
13366,2013-01-02,13,1050142,252,1619
13367,2013-01-02,13,1052563,604,1971
13368,2013-01-02,13,1053943,313,1680
13369,2013-01-02,13,1053944,510,1877
13370,2013-01-02,13,1057033,142,1509
13371,2013-01-02,13,1057498,709,2076
13372,2013-01-02,13,1057515,855,2222
13373,2013-01-02,13,1066900,171,1538
13374,2013-01-02,13,1066901,919,2286
13375,2013-01-02,13,1070962,837,2204
13376,2013-01-02,13,1071928,728,2095
13377,2013-01-02,13,1071949,994,2361
13378,2013-01-02,13,1072167,307,1674
13379,2013-01-02,13,1076065,119,1486
13380,2013-01-02,13,1076335,232,1599
13381,2013-01-02,13,1078288,387,1754
13382,2013-01-02,13,1079214,276,1643
13383,2013-01-02,13,1079215,650,2017
13384,2013-01-02,13,1079220,258,1625
13385,2013-01-02,13,1079257,655,2022
13386,2013-01-02,13,1080001,701,2068
13387,2013-01-02,13,1083152,448,1815
13388,2013-01-02,13,1083196,266,1633
13389,2013-01-02,13,1083518,944,2311
13390,2013-01-02,13,1084881,286,1653
13391,2013-01-02,13,1084882,813,2180
13392,2013-01-02,13,1087269,60,1427
13393,2013-01-02,13,1087467,468,1835
13394,2013-01-02,13,1088002,486,1853
13395,2013-01-02,13,1089044,353,1720
13396,2013-01-02,13,1089045,389,1756
13397,2013-01-02,13,1089046,718,2085
13398,2013-01-02,13,1089163,265,1632
13399,2013-01-02,13,1090401,590,1957
13400,2013-01-02,13,1090419,865,2232
13401,2013-01-02,13,1091368,993,2360
13402,2013-01-02,13,1091369,78,1445
13403,2013-01-02,13,1091370,589,1956
13404,2013-01-02,13,1094238,771,2138
13405,2013-01-02,13,1098624,965,2332
13406,2013-01-02,13,1101724,616,1983
13407,2013-01-02,13,1102268,167,1534
13408,2013-01-02,13,1102971,310,1677
13409,2013-01-02,13,1104725,329,1696
13410,2013-01-02,13,1105214,187,1554
13411,2013-01-02,13,1113872,292,1659
13412,2013-01-02,13,1114749,49,1416
13413,2013-01-02,14,103501,307,2000
13414,2013-01-02,14,105576,360,2053
13415,2013-01-02,14,105857,121,1814
13416,2013-01-02,14,106716,402,2095
13417,2013-01-02,14,108079,268,1961
13418,2013-01-02,14,108701,428,2121
13419,2013-01-02,14,108786,179,1872
13420,2013-01-02,14,108797,343,2036
13421,2013-01-02,14,108833,345,2038
13422,2013-01-02,14,108952,366,2059
13423,2013-01-02,14,111223,516,2209
13424,2013-01-02,14,111397,120,1813
13425,2013-01-02,14,112830,66,1759
13426,2013-01-02,14,114790,872,2565
13427,2013-01-02,14,114799,688,2381
13428,2013-01-02,14,115267,808,2501
13429,2013-01-02,14,115693,821,2514
13430,2013-01-02,14,115720,479,2172
13431,2013-01-02,14,115850,2,1695
13432,2013-01-02,14,115892,547,2240
13433,2013-01-02,14,115894,526,2219
13434,2013-01-02,14,116017,776,2469
13435,2013-01-02,14,119141,473,2166
13436,2013-01-02,14,119187,114,1807
13437,2013-01-02,14,119193,510,2203
13438,2013-01-02,14,119624,58,1751
13439,2013-01-02,14,121964,221,1914
13440,2013-01-02,14,122419,518,2211
13441,2013-01-02,14,122425,954,2647
13442,2013-01-02,14,123601,407,2100
13443,2013-01-02,14,123927,300,1993
13444,2013-01-02,14,125430,325,2018
13445,2013-01-02,14,129635,196,1889
13446,2013-01-02,14,129759,99,1792
13447,2013-01-02,14,153267,828,2521
13448,2013-01-02,14,153395,524,2217
13449,2013-01-02,14,155499,883,2576
13450,2013-01-02,14,155500,824,2517
13451,2013-01-02,14,155607,253,1946
13452,2013-01-02,14,155621,461,2154
13453,2013-01-02,14,157956,935,2628
13454,2013-01-02,14,158788,174,1867
13455,2013-01-02,14,158875,835,2528
13456,2013-01-02,14,158956,213,1906
13457,2013-01-02,14,159242,282,1975
13458,2013-01-02,14,162066,382,2075
13459,2013-01-02,14,164088,850,2543
13460,2013-01-02,14,164647,815,2508
13461,2013-01-02,14,165550,398,2091
13462,2013-01-02,14,165594,261,1954
13463,2013-01-02,14,165704,900,2593
13464,2013-01-02,14,165718,777,2470
13465,2013-01-02,14,165988,451,2144
13466,2013-01-02,14,168989,617,2310
13467,2013-01-02,14,169028,798,2491
13468,2013-01-02,14,171890,855,2548
13469,2013-01-02,14,172184,284,1977
13470,2013-01-02,14,172343,143,1836
13471,2013-01-02,14,174081,506,2199
13472,2013-01-02,14,205381,17,1710
13473,2013-01-02,14,205387,862,2555
13474,2013-01-02,14,207857,443,2136
13475,2013-01-02,14,208384,461,2154
13476,2013-01-02,14,208514,265,1958
13477,2013-01-02,14,208530,540,2233
13478,2013-01-02,14,208699,945,2638
13479,2013-01-02,14,209085,879,2572
13480,2013-01-02,14,211205,251,1944
13481,2013-01-02,14,211999,515,2208
13482,2013-01-02,14,212552,860,2553
13483,2013-01-02,14,213653,644,2337
13484,2013-01-02,14,213788,167,1860
13485,2013-01-02,14,214381,971,2664
13486,2013-01-02,14,214859,98,1791
13487,2013-01-02,14,214860,215,1908
13488,2013-01-02,14,214862,537,2230
13489,2013-01-02,14,215327,956,2649
13490,2013-01-02,14,215331,178,1871
13491,2013-01-02,14,215332,683,2376
13492,2013-01-02,14,215352,790,2483
13493,2013-01-02,14,215356,910,2603
13494,2013-01-02,14,215468,567,2260
13495,2013-01-02,14,215896,975,2668
13496,2013-01-02,14,218728,4,1697
13497,2013-01-02,14,219150,635,2328
13498,2013-01-02,14,220613,208,1901
13499,2013-01-02,14,221506,228,1921
13500,2013-01-02,14,222879,31,1724
13501,2013-01-02,14,222975,610,2303
13502,2013-01-02,14,223068,172,1865
13503,2013-01-02,14,223136,662,2355
13504,2013-01-02,14,223434,722,2415
13505,2013-01-02,14,223463,798,2491
13506,2013-01-02,14,224081,753,2446
13507,2013-01-02,14,226126,225,1918
13508,2013-01-02,14,226857,455,2148
13509,2013-01-02,14,227728,202,1895
13510,2013-01-02,14,229368,981,2674
13511,2013-01-02,14,246052,730,2423
13512,2013-01-02,14,253145,283,1976
13513,2013-01-02,14,255198,702,2395
13514,2013-01-02,14,255199,450,2143
13515,2013-01-02,14,257847,101,1794
13516,2013-01-02,14,257848,778,2471
13517,2013-01-02,14,258376,860,2553
13518,2013-01-02,14,258395,556,2249
13519,2013-01-02,14,258396,849,2542
13520,2013-01-02,14,258411,771,2464
13521,2013-01-02,14,260628,297,1990
13522,2013-01-02,14,260669,507,2200
13523,2013-01-02,14,261052,507,2200
13524,2013-01-02,14,261053,339,2032
13525,2013-01-02,14,261700,905,2598
13526,2013-01-02,14,262991,696,2389
13527,2013-01-02,14,264299,222,1915
13528,2013-01-02,14,264305,340,2033
13529,2013-01-02,14,264751,965,2658
13530,2013-01-02,14,264752,310,2003
13531,2013-01-02,14,265237,82,1775
13532,2013-01-02,14,265254,307,2000
13533,2013-01-02,14,265266,737,2430
13534,2013-01-02,14,265279,141,1834
13535,2013-01-02,14,265382,303,1996
13536,2013-01-02,14,265559,932,2625
13537,2013-01-02,14,265672,603,2296
13538,2013-01-02,14,265700,796,2489
13539,2013-01-02,14,268440,765,2458
13540,2013-01-02,14,268446,842,2535
13541,2013-01-02,14,268662,336,2029
13542,2013-01-02,14,268834,297,1990
13543,2013-01-02,14,269029,604,2297
13544,2013-01-02,14,270522,926,2619
13545,2013-01-02,14,273528,195,1888
13546,2013-01-02,14,275823,582,2275
13547,2013-01-02,14,279125,624,2317
13548,2013-01-02,14,279494,455,2148
13549,2013-01-02,14,302824,495,2188
13550,2013-01-02,14,302952,758,2451
13551,2013-01-02,14,302997,786,2479
13552,2013-01-02,14,302998,987,2680
13553,2013-01-02,14,305074,685,2378
13554,2013-01-02,14,305234,257,1950
13555,2013-01-02,14,305237,772,2465
13556,2013-01-02,14,305341,144,1837
13557,2013-01-02,14,305345,810,2503
13558,2013-01-02,14,308085,343,2036
13559,2013-01-02,14,308766,452,2145
13560,2013-01-02,14,308924,281,1974
13561,2013-01-02,14,310671,12,1705
13562,2013-01-02,14,310790,313,2006
13563,2013-01-02,14,311954,706,2399
13564,2013-01-02,14,312324,801,2494
13565,2013-01-02,14,314384,664,2357
13566,2013-01-02,14,314393,597,2290
13567,2013-01-02,14,314570,4,1697
13568,2013-01-02,14,314881,459,2152
13569,2013-01-02,14,315176,472,2165
13570,2013-01-02,14,315178,337,2030
13571,2013-01-02,14,315179,241,1934
13572,2013-01-02,14,315220,298,1991
13573,2013-01-02,14,315221,990,2683
13574,2013-01-02,14,315277,3,1696
13575,2013-01-02,14,315279,156,1849
13576,2013-01-02,14,315322,779,2472
13577,2013-01-02,14,315460,218,1911
13578,2013-01-02,14,315463,672,2365
13579,2013-01-02,14,315474,518,2211
13580,2013-01-02,14,318932,14,1707
13581,2013-01-02,14,319095,453,2146
13582,2013-01-02,14,322094,173,1866
13583,2013-01-02,14,322095,139,1832
13584,2013-01-02,14,323013,63,1756
13585,2013-01-02,14,323921,824,2517
13586,2013-01-02,14,324206,453,2146
13587,2013-01-02,14,329070,114,1807
13588,2013-01-02,14,329364,570,2263
13589,2013-01-02,14,329365,709,2402
13590,2013-01-02,14,346065,814,2507
13591,2013-01-02,14,346066,137,1830
13592,2013-01-02,14,352513,136,1829
13593,2013-01-02,14,354918,363,2056
13594,2013-01-02,14,354919,842,2535
13595,2013-01-02,14,354971,996,2689
13596,2013-01-02,14,355090,423,2116
13597,2013-01-02,14,357961,13,1706
13598,2013-01-02,14,357962,673,2366
13599,2013-01-02,14,358096,456,2149
13600,2013-01-02,14,358100,89,1782
13601,2013-01-02,14,358134,195,1888
13602,2013-01-02,14,358231,421,2114
13603,2013-01-02,14,358232,660,2353
13604,2013-01-02,14,361502,66,1759
13605,2013-01-02,14,362548,606,2299
13606,2013-01-02,14,363049,859,2552
13607,2013-01-02,14,364413,265,1958
13608,2013-01-02,14,364606,952,2645
13609,2013-01-02,14,364738,231,1924
13610,2013-01-02,14,364832,581,2274
13611,2013-01-02,14,364834,288,1981
13612,2013-01-02,14,364865,734,2427
13613,2013-01-02,14,365138,630,2323
13614,2013-01-02,14,365139,880,2573
13615,2013-01-02,14,365264,482,2175
13616,2013-01-02,14,368136,12,1705
13617,2013-01-02,14,368140,655,2348
13618,2013-01-02,14,368260,321,2014
13619,2013-01-02,14,368419,95,1788
13620,2013-01-02,14,368624,488,2181
13621,2013-01-02,14,371130,782,2475
13622,2013-01-02,14,371437,861,2554
13623,2013-01-02,14,371438,514,2207
13624,2013-01-02,14,374464,898,2591
13625,2013-01-02,14,376427,20,1713
13626,2013-01-02,14,378685,267,1960
13627,2013-01-02,14,401817,414,2107
13628,2013-01-02,14,401911,101,1794
13629,2013-01-02,14,402175,200,1893
13630,2013-01-02,14,404332,720,2413
13631,2013-01-02,14,404334,67,1760
13632,2013-01-02,14,404439,686,2379
13633,2013-01-02,14,405304,943,2636
13634,2013-01-02,14,407500,817,2510
13635,2013-01-02,14,407533,56,1749
13636,2013-01-02,14,407542,463,2156
13637,2013-01-02,14,409738,33,1726
13638,2013-01-02,14,409904,691,2384
13639,2013-01-02,14,410257,942,2635
13640,2013-01-02,14,410866,711,2404
13641,2013-01-02,14,411487,418,2111
13642,2013-01-02,14,413987,148,1841
13643,2013-01-02,14,414305,577,2270
13644,2013-01-02,14,414353,270,1963
13645,2013-01-02,14,414354,828,2521
13646,2013-01-02,14,414426,776,2469
13647,2013-01-02,14,414620,404,2097
13648,2013-01-02,14,414621,430,2123
13649,2013-01-02,14,414750,259,1952
13650,2013-01-02,14,414752,806,2499
13651,2013-01-02,14,414888,341,2034
13652,2013-01-02,14,417763,237,1930
13653,2013-01-02,14,417835,714,2407
13654,2013-01-02,14,418025,598,2291
13655,2013-01-02,14,418026,26,1719
13656,2013-01-02,14,418235,609,2302
13657,2013-01-02,14,421066,532,2225
13658,2013-01-02,14,426155,605,2298
13659,2013-01-02,14,428054,702,2395
13660,2013-01-02,14,428488,329,2022
13661,2013-01-02,14,452078,920,2613
13662,2013-01-02,14,454413,326,2019
13663,2013-01-02,14,454414,518,2211
13664,2013-01-02,14,454589,614,2307
13665,2013-01-02,14,454596,473,2166
13666,2013-01-02,14,456875,75,1768
13667,2013-01-02,14,457471,318,2011
13668,2013-01-02,14,457556,861,2554
13669,2013-01-02,14,457574,504,2197
13670,2013-01-02,14,457688,916,2609
13671,2013-01-02,14,457928,214,1907
13672,2013-01-02,14,459762,909,2602
13673,2013-01-02,14,459804,817,2510
13674,2013-01-02,14,460804,144,1837
13675,2013-01-02,14,462673,689,2382
13676,2013-01-02,14,463598,275,1968
13677,2013-01-02,14,463901,72,1765
13678,2013-01-02,14,463903,220,1913
13679,2013-01-02,14,464302,558,2251
13680,2013-01-02,14,464333,732,2425
13681,2013-01-02,14,464334,72,1765
13682,2013-01-02,14,464336,856,2549
13683,2013-01-02,14,464339,961,2654
13684,2013-01-02,14,464374,922,2615
13685,2013-01-02,14,464906,210,1903
13686,2013-01-02,14,464907,745,2438
13687,2013-01-02,14,464940,537,2230
